country,year,value
Botswana,2089,3.89M
Central African Republic,2089,17.7M
Canada,2089,51.8M
Switzerland,2089,9.08M
Chile,2089,15.2M
China,2089,757M
Cote d'Ivoire,2089,94.6M
Cameroon,2089,82.6M
"Congo, Dem. Rep.",2089,395M
"Congo, Rep.",2089,18.4M
Colombia,2089,51M
Comoros,2089,1.83M
Cape Verde,2089,464k
Costa Rica,2089,4.21M
Cuba,2089,6.28M
Cyprus,2089,1.33M
Czech Republic,2089,8.44M
Germany,2089,71.3M
Djibouti,2089,1.81M
Dominica,2089,52.9k
Denmark,2089,5.95M
Dominican Republic,2089,12.3M
Algeria,2089,65.1M
Ecuador,2089,20.3M
Egypt,2089,199M
Eritrea,2089,8.15M
Spain,2089,34.9M
Estonia,2089,887k
Ethiopia,2089,345M
Finland,2089,4.77M
Fiji,2089,924k
France,2089,68.4M
"Micronesia, Fed. Sts.",2089,131k
Gabon,2089,6.39M
UK,2089,75.5M
Georgia,2089,3.14M
Ghana,2089,65.9M
Guinea,2089,31.5M
Gambia,2089,5.64M
Guinea-Bissau,2089,4.56M
Equatorial Guinea,2089,4.72M
Greece,2089,6.7M
Grenada,2089,83.1k
Guatemala,2089,26.8M
Guyana,2089,924k
"Hong Kong, China",2089,2.75M
Honduras,2089,17.1M
Holy See,2089,
Croatia,2089,2.34M
Haiti,2089,15.5M
Hungary,2089,7.63M
Indonesia,2089,307M
India,2089,1.59B
Ireland,2089,5.51M
Iran,2089,85.8M
Iraq,2089,97.7M
Iceland,2089,384k
Israel,2089,18.6M
Italy,2089,38M
Jamaica,2089,1.31M
Jordan,2089,20.8M
Japan,2089,81M
Kazakhstan,2089,32.7M
Kenya,2089,104M
Kyrgyz Republic,2089,11.6M
Cambodia,2089,23.2M
Kiribati,2089,221k
St. Kitts and Nevis,2089,33k
South Korea,2089,25.9M
Kuwait,2089,8.79M
Lao,2089,9.72M
Lebanon,2089,7.41M
Liberia,2089,12.4M
Libya,2089,9.95M
St. Lucia,2089,121k
Liechtenstein,2089,43.5k
Sri Lanka,2089,22.5M
Lesotho,2089,3.31M
Lithuania,2089,1.4M
Luxembourg,2089,766k
Latvia,2089,1.03M
Morocco,2089,40.2M
Monaco,2089,44.4k
Moldova,2089,1.64M
Madagascar,2089,80.5M
Maldives,2089,499k
Mexico,2089,138M
Marshall Islands,2089,24.6k
North Macedonia,2089,986k
Mali,2089,75.1M
Malta,2089,398k
Myanmar,2089,52.4M
Montenegro,2089,367k
Mongolia,2089,5.4M
Mozambique,2089,99.1M
Mauritania,2089,15.8M
Mauritius,2089,685k
Malawi,2089,56.2M
Malaysia,2089,45.3M
Namibia,2089,5.8M
Niger,2089,86M
Nigeria,2089,471M
Nicaragua,2089,8.97M
Netherlands,2089,17.9M
Norway,2089,5.55M
Nepal,2089,33.8M
Nauru,2089,20.2k
New Zealand,2089,5.84M
Oman,2089,11.2M
Pakistan,2089,498M
Panama,2089,6M
Peru,2089,39.9M
Philippines,2089,123M
Palau,2089,11.9k
Papua New Guinea,2089,18.4M
Poland,2089,21.7M
North Korea,2089,21M
Portugal,2089,8.81M
Paraguay,2089,9.22M
Palestine,2089,11.3M
Qatar,2089,6.48M
Romania,2089,11.7M
Russia,2089,127M
Rwanda,2089,31.6M
Saudi Arabia,2089,66M
Sudan,2089,129M
Senegal,2089,44.8M
Singapore,2089,4.71M
Solomon Islands,2089,1.79M
Sierra Leone,2089,16M
El Salvador,2089,5.58M
San Marino,2089,31.2k
Somalia,2089,63.1M
Serbia,2089,4.03M
South Sudan,2089,23.7M
Sao Tome and Principe,2089,514k
Suriname,2089,735k
Slovak Republic,2089,3.68M
Slovenia,2089,1.68M
Sweden,2089,11.4M
Eswatini,2089,1.43M
Seychelles,2089,121k
Syria,2089,44.1M
Chad,2089,65.2M
Togo,2089,24.5M
Thailand,2089,49.6M
Tajikistan,2089,19.9M
Turkmenistan,2089,10.2M
Timor-Leste,2089,2.04M
Tonga,2089,117k
Trinidad and Tobago,2089,993k
Tunisia,2089,11.4M
Turkey,2089,72.7M
Tuvalu,2089,12k
Taiwan,2089,11.5M
Tanzania,2089,236M
Uganda,2089,119M
Ukraine,2089,18.2M
Uruguay,2089,2.51M
USA,2089,414M
Uzbekistan,2089,70.9M
St. Vincent and the Grenadines,2089,69.7k
Venezuela,2089,29.7M
Vietnam,2089,96.9M
Vanuatu,2089,819k
Samoa,2089,367k
Yemen,2089,105M
South Africa,2089,91.9M
Zambia,2089,60.2M
Zimbabwe,2089,36M
Afghanistan,2090,123M
Angola,2090,138M
Albania,2090,1.36M
Andorra,2090,53.4k
UAE,2090,23.9M
Argentina,2090,41.3M
Armenia,2090,1.82M
Antigua and Barbuda,2090,73.7k
Australia,2090,40.9M
Austria,2090,7.57M
Azerbaijan,2090,10.3M
Burundi,2090,36.4M
Belgium,2090,11.2M
Benin,2090,37.7M
Burkina Faso,2090,49.3M
Bangladesh,2090,218M
Bulgaria,2090,3.79M
Bahrain,2090,2.89M
Bahamas,2090,395k
Bosnia and Herzegovina,2090,1.52M
Belarus,2090,4.86M
Belize,2090,478k
Bolivia,2090,17.9M
Brazil,2090,176M
Barbados,2090,209k
Brunei,2090,480k
Bhutan,2090,742k
Botswana,2090,3.88M
Central African Republic,2090,17.8M
Canada,2090,52M
Switzerland,2090,9.08M
Chile,2090,15.1M
China,2090,745M
Cote d'Ivoire,2090,95.6M
Cameroon,2090,83.2M
"Congo, Dem. Rep.",2090,398M
"Congo, Rep.",2090,18.5M
Colombia,2090,50.7M
Comoros,2090,1.84M
Cape Verde,2090,460k
Costa Rica,2090,4.17M
Cuba,2090,6.21M
Cyprus,2090,1.32M
Czech Republic,2090,8.42M
Germany,2090,71.2M
Djibouti,2090,1.82M
Dominica,2090,52.6k
Denmark,2090,5.94M
Dominican Republic,2090,12.3M
Algeria,2090,65.1M
Ecuador,2090,20.2M
Egypt,2090,200M
Eritrea,2090,8.18M
Spain,2090,34.8M
Estonia,2090,881k
Ethiopia,2090,348M
Finland,2090,4.76M
Fiji,2090,921k
France,2090,68.4M
"Micronesia, Fed. Sts.",2090,131k
Gabon,2090,6.44M
UK,2090,75.4M
Georgia,2090,3.13M
Ghana,2090,66.1M
Guinea,2090,31.5M
Gambia,2090,5.65M
Guinea-Bissau,2090,4.57M
Equatorial Guinea,2090,4.75M
Greece,2090,6.67M
Grenada,2090,82.2k
Guatemala,2090,26.7M
Guyana,2090,921k
"Hong Kong, China",2090,2.68M
Honduras,2090,17.1M
Holy See,2090,
Croatia,2090,2.32M
Haiti,2090,15.5M
Hungary,2090,7.61M
Indonesia,2090,306M
India,2090,1.58B
Ireland,2090,5.49M
Iran,2090,85.2M
Iraq,2090,98M
Iceland,2090,382k
Israel,2090,18.7M
Italy,2090,37.7M
Jamaica,2090,1.28M
Jordan,2090,20.9M
Japan,2090,80.6M
Kazakhstan,2090,32.8M
Kenya,2090,104M
Kyrgyz Republic,2090,11.6M
Cambodia,2090,23.2M
Kiribati,2090,221k
St. Kitts and Nevis,2090,32.7k
South Korea,2090,25.4M
Kuwait,2090,8.86M
Lao,2090,9.69M
Lebanon,2090,7.4M
Liberia,2090,12.4M
Libya,2090,9.94M
St. Lucia,2090,120k
Liechtenstein,2090,43.5k
Sri Lanka,2090,22.4M
Lesotho,2090,3.31M
Lithuania,2090,1.38M
Luxembourg,2090,764k
Latvia,2090,1.02M
Morocco,2090,40M
Monaco,2090,44.7k
Moldova,2090,1.63M
Madagascar,2090,81M
Maldives,2090,496k
Mexico,2090,138M
Marshall Islands,2090,24.6k
North Macedonia,2090,974k
Mali,2090,75.5M
Malta,2090,394k
Myanmar,2090,52.1M
Montenegro,2090,363k
Mongolia,2090,5.42M
Mozambique,2090,99.7M
Mauritania,2090,15.9M
Mauritius,2090,674k
Malawi,2090,56.5M
Malaysia,2090,45.2M
Namibia,2090,5.82M
Niger,2090,86.5M
Nigeria,2090,472M
Nicaragua,2090,8.94M
Netherlands,2090,17.9M
Norway,2090,5.54M
Nepal,2090,33.6M
Nauru,2090,20.2k
New Zealand,2090,5.84M
Oman,2090,11.3M
Pakistan,2090,499M
Panama,2090,6M
Peru,2090,39.7M
Philippines,2090,122M
Palau,2090,11.8k
Papua New Guinea,2090,18.4M
Poland,2090,21.5M
North Korea,2090,20.8M
Portugal,2090,8.8M
Paraguay,2090,9.21M
Palestine,2090,11.3M
Qatar,2090,6.55M
Romania,2090,11.6M
Russia,2090,127M
Rwanda,2090,31.8M
Saudi Arabia,2090,66.5M
Sudan,2090,130M
Senegal,2090,45M
Singapore,2090,4.65M
Solomon Islands,2090,1.8M
Sierra Leone,2090,16M
El Salvador,2090,5.53M
San Marino,2090,31.2k
Somalia,2090,63.5M
Serbia,2090,4M
South Sudan,2090,23.7M
Sao Tome and Principe,2090,516k
Suriname,2090,733k
Slovak Republic,2090,3.66M
Slovenia,2090,1.67M
Sweden,2090,11.4M
Eswatini,2090,1.42M
Seychelles,2090,120k
Syria,2090,44.1M
Chad,2090,65.7M
Togo,2090,24.6M
Thailand,2090,49.2M
Tajikistan,2090,19.9M
Turkmenistan,2090,10.2M
Timor-Leste,2090,2.04M
Tonga,2090,117k
Trinidad and Tobago,2090,984k
Tunisia,2090,11.4M
Turkey,2090,72M
Tuvalu,2090,12.1k
Taiwan,2090,11.3M
Tanzania,2090,239M
Uganda,2090,119M
Ukraine,2090,17.9M
Uruguay,2090,2.48M
USA,2090,414M
Uzbekistan,2090,71.3M
St. Vincent and the Grenadines,2090,69.2k
Venezuela,2090,29.6M
Vietnam,2090,96.4M
Vanuatu,2090,825k
Samoa,2090,368k
Yemen,2090,106M
South Africa,2090,92.2M
Zambia,2090,60.7M
Zimbabwe,2090,36.2M
Afghanistan,2091,124M
Angola,2091,139M
Albania,2091,1.34M
Andorra,2091,52.8k
UAE,2091,24.1M
Argentina,2091,41M
Armenia,2091,1.8M
Antigua and Barbuda,2091,73.1k
Australia,2091,41.1M
Austria,2091,7.55M
Azerbaijan,2091,10.3M
Burundi,2091,36.6M
Belgium,2091,11.2M
Benin,2091,37.9M
Burkina Faso,2091,49.4M
Bangladesh,2091,217M
Bulgaria,2091,3.76M
Bahrain,2091,2.91M
Bahamas,2091,394k
Bosnia and Herzegovina,2091,1.5M
Belarus,2091,4.81M
Belize,2091,475k
Bolivia,2091,17.9M
Brazil,2091,175M
Barbados,2091,208k
Brunei,2091,478k
Bhutan,2091,736k
Botswana,2091,3.88M
Central African Republic,2091,18M
Canada,2091,52.1M
Switzerland,2091,9.08M
Chile,2091,14.9M
China,2091,733M
Cote d'Ivoire,2091,96.5M
Cameroon,2091,83.8M
"Congo, Dem. Rep.",2091,402M
"Congo, Rep.",2091,18.7M
Colombia,2091,50.3M
Comoros,2091,1.85M
Cape Verde,2091,455k
Costa Rica,2091,4.13M
Cuba,2091,6.15M
Cyprus,2091,1.31M
Czech Republic,2091,8.4M
Germany,2091,71.1M
Djibouti,2091,1.82M
Dominica,2091,52.2k
Denmark,2091,5.93M
Dominican Republic,2091,12.2M
Algeria,2091,65.1M
Ecuador,2091,20.1M
Egypt,2091,200M
Eritrea,2091,8.21M
Spain,2091,34.6M
Estonia,2091,875k
Ethiopia,2091,350M
Finland,2091,4.74M
Fiji,2091,917k
France,2091,68.5M
"Micronesia, Fed. Sts.",2091,131k
Gabon,2091,6.49M
UK,2091,75.3M
Georgia,2091,3.11M
Ghana,2091,66.3M
Guinea,2091,31.6M
Gambia,2091,5.66M
Guinea-Bissau,2091,4.58M
Equatorial Guinea,2091,4.78M
Greece,2091,6.63M
Grenada,2091,81.3k
Guatemala,2091,26.6M
Guyana,2091,918k
"Hong Kong, China",2091,2.61M
Honduras,2091,17.1M
Holy See,2091,
Croatia,2091,2.31M
Haiti,2091,15.5M
Hungary,2091,7.6M
Indonesia,2091,305M
India,2091,1.57B
Ireland,2091,5.48M
Iran,2091,84.7M
Iraq,2091,98.3M
Iceland,2091,380k
Israel,2091,18.8M
Italy,2091,37.5M
Jamaica,2091,1.26M
Jordan,2091,20.9M
Japan,2091,80.3M
Kazakhstan,2091,32.9M
Kenya,2091,104M
Kyrgyz Republic,2091,11.6M
Cambodia,2091,23.2M
Kiribati,2091,222k
St. Kitts and Nevis,2091,32.5k
South Korea,2091,25.1M
Kuwait,2091,8.93M
Lao,2091,9.65M
Lebanon,2091,7.39M
Liberia,2091,12.4M
Libya,2091,9.93M
St. Lucia,2091,118k
Liechtenstein,2091,43.5k
Sri Lanka,2091,22.3M
Lesotho,2091,3.3M
Lithuania,2091,1.36M
Luxembourg,2091,763k
Latvia,2091,1.01M
Morocco,2091,39.8M
Monaco,2091,44.9k
Moldova,2091,1.61M
Madagascar,2091,81.5M
Maldives,2091,493k
Mexico,2091,137M
Marshall Islands,2091,24.5k
North Macedonia,2091,963k
Mali,2091,76M
Malta,2091,390k
Myanmar,2091,51.9M
Montenegro,2091,360k
Mongolia,2091,5.43M
Mozambique,2091,100M
Mauritania,2091,16.1M
Mauritius,2091,664k
Malawi,2091,56.8M
Malaysia,2091,45.1M
Namibia,2091,5.83M
Niger,2091,87M
Nigeria,2091,473M
Nicaragua,2091,8.91M
Netherlands,2091,17.8M
Norway,2091,5.52M
Nepal,2091,33.5M
Nauru,2091,20.3k
New Zealand,2091,5.84M
Oman,2091,11.4M
Pakistan,2091,501M
Panama,2091,5.99M
Peru,2091,39.6M
Philippines,2091,121M
Palau,2091,11.7k
Papua New Guinea,2091,18.4M
Poland,2091,21.2M
North Korea,2091,20.7M
Portugal,2091,8.8M
Paraguay,2091,9.2M
Palestine,2091,11.3M
Qatar,2091,6.62M
Romania,2091,11.5M
Russia,2091,127M
Rwanda,2091,31.9M
Saudi Arabia,2091,66.9M
Sudan,2091,131M
Senegal,2091,45.3M
Singapore,2091,4.6M
Solomon Islands,2091,1.8M
Sierra Leone,2091,16M
El Salvador,2091,5.49M
San Marino,2091,31.2k
Somalia,2091,64M
Serbia,2091,3.97M
South Sudan,2091,23.8M
Sao Tome and Principe,2091,518k
Suriname,2091,730k
Slovak Republic,2091,3.63M
Slovenia,2091,1.67M
Sweden,2091,11.4M
Eswatini,2091,1.41M
Seychelles,2091,120k
Syria,2091,44.1M
Chad,2091,66.1M
Togo,2091,24.8M
Thailand,2091,48.8M
Tajikistan,2091,20M
Turkmenistan,2091,10.2M
Timor-Leste,2091,2.03M
Tonga,2091,117k
Trinidad and Tobago,2091,975k
Tunisia,2091,11.3M
Turkey,2091,71.3M
Tuvalu,2091,12.1k
Taiwan,2091,11.2M
Tanzania,2091,241M
Uganda,2091,120M
Ukraine,2091,17.6M
Uruguay,2091,2.46M
USA,2091,415M
Uzbekistan,2091,71.6M
St. Vincent and the Grenadines,2091,68.7k
Venezuela,2091,29.5M
Vietnam,2091,95.9M
Vanuatu,2091,830k
Samoa,2091,370k
Yemen,2091,107M
South Africa,2091,92.4M
Zambia,2091,61.1M
Zimbabwe,2091,36.3M
Afghanistan,2092,125M
Angola,2092,140M
Albania,2092,1.32M
Andorra,2092,52.1k
UAE,2092,24.3M
Argentina,2092,40.7M
Armenia,2092,1.79M
Antigua and Barbuda,2092,72.5k
Australia,2092,41.3M
Austria,2092,7.53M
Azerbaijan,2092,10.3M
Burundi,2092,36.7M
Belgium,2092,11.2M
Benin,2092,38.1M
Burkina Faso,2092,49.5M
Bangladesh,2092,216M
Bulgaria,2092,3.74M
Bahrain,2092,2.93M
Bahamas,2092,393k
Bosnia and Herzegovina,2092,1.49M
Belarus,2092,4.76M
Belize,2092,472k
Bolivia,2092,17.9M
Brazil,2092,173M
Barbados,2092,206k
Brunei,2092,477k
Bhutan,2092,730k
Botswana,2092,3.88M
Central African Republic,2092,18.1M
Canada,2092,52.3M
Switzerland,2092,9.09M
Chile,2092,14.7M
China,2092,722M
Cote d'Ivoire,2092,97.4M
Cameroon,2092,84.4M
"Congo, Dem. Rep.",2092,406M
"Congo, Rep.",2092,18.8M
Colombia,2092,49.9M
Comoros,2092,1.86M
Cape Verde,2092,451k
Costa Rica,2092,4.09M
Cuba,2092,6.08M
Cyprus,2092,1.31M
Czech Republic,2092,8.38M
Germany,2092,71.1M
Djibouti,2092,1.82M
Dominica,2092,51.9k
Denmark,2092,5.92M
Dominican Republic,2092,12.2M
Algeria,2092,65.1M
Ecuador,2092,20M
Egypt,2092,200M
Eritrea,2092,8.25M
Spain,2092,34.5M
Estonia,2092,870k
Ethiopia,2092,352M
Finland,2092,4.73M
Fiji,2092,913k
France,2092,68.5M
"Micronesia, Fed. Sts.",2092,130k
Gabon,2092,6.54M
UK,2092,75.2M
Georgia,2092,3.1M
Ghana,2092,66.5M
Guinea,2092,31.7M
Gambia,2092,5.67M
Guinea-Bissau,2092,4.6M
Equatorial Guinea,2092,4.81M
Greece,2092,6.59M
Grenada,2092,80.5k
Guatemala,2092,26.6M
Guyana,2092,916k
"Hong Kong, China",2092,2.54M
Honduras,2092,17.1M
Holy See,2092,
Croatia,2092,2.29M
Haiti,2092,15.4M
Hungary,2092,7.58M
Indonesia,2092,304M
India,2092,1.57B
Ireland,2092,5.46M
Iran,2092,84.2M
Iraq,2092,98.7M
Iceland,2092,378k
Israel,2092,18.9M
Italy,2092,37.3M
Jamaica,2092,1.23M
Jordan,2092,21M
Japan,2092,79.9M
Kazakhstan,2092,33M
Kenya,2092,104M
Kyrgyz Republic,2092,11.7M
Cambodia,2092,23.1M
Kiribati,2092,222k
St. Kitts and Nevis,2092,32.2k
South Korea,2092,24.7M
Kuwait,2092,9M
Lao,2092,9.61M
Lebanon,2092,7.37M
Liberia,2092,12.5M
Libya,2092,9.91M
St. Lucia,2092,117k
Liechtenstein,2092,43.5k
Sri Lanka,2092,22.2M
Lesotho,2092,3.3M
Lithuania,2092,1.34M
Luxembourg,2092,761k
Latvia,2092,1M
Morocco,2092,39.6M
Monaco,2092,45.2k
Moldova,2092,1.6M
Madagascar,2092,82M
Maldives,2092,490k
Mexico,2092,136M
Marshall Islands,2092,24.5k
North Macedonia,2092,951k
Mali,2092,76.4M
Malta,2092,386k
Myanmar,2092,51.6M
Montenegro,2092,356k
Mongolia,2092,5.44M
Mozambique,2092,101M
Mauritania,2092,16.2M
Mauritius,2092,654k
Malawi,2092,57.1M
Malaysia,2092,45M
Namibia,2092,5.84M
Niger,2092,87.5M
Nigeria,2092,474M
Nicaragua,2092,8.88M
Netherlands,2092,17.8M
Norway,2092,5.51M
Nepal,2092,33.3M
Nauru,2092,20.3k
New Zealand,2092,5.83M
Oman,2092,11.4M
Pakistan,2092,502M
Panama,2092,5.98M
Peru,2092,39.4M
Philippines,2092,120M
Palau,2092,11.7k
Papua New Guinea,2092,18.5M
Poland,2092,21M
North Korea,2092,20.6M
Portugal,2092,8.8M
Paraguay,2092,9.18M
Palestine,2092,11.3M
Qatar,2092,6.69M
Romania,2092,11.4M
Russia,2092,127M
Rwanda,2092,32M
Saudi Arabia,2092,67.4M
Sudan,2092,132M
Senegal,2092,45.5M
Singapore,2092,4.54M
Solomon Islands,2092,1.81M
Sierra Leone,2092,16M
El Salvador,2092,5.44M
San Marino,2092,31.2k
Somalia,2092,64.4M
Serbia,2092,3.94M
South Sudan,2092,23.8M
Sao Tome and Principe,2092,520k
Suriname,2092,728k
Slovak Republic,2092,3.61M
Slovenia,2092,1.67M
Sweden,2092,11.4M
Eswatini,2092,1.41M
Seychelles,2092,119k
Syria,2092,44.1M
Chad,2092,66.6M
Togo,2092,25M
Thailand,2092,48.4M
Tajikistan,2092,20M
Turkmenistan,2092,10.1M
Timor-Leste,2092,2.02M
Tonga,2092,117k
Trinidad and Tobago,2092,966k
Tunisia,2092,11.2M
Turkey,2092,70.7M
Tuvalu,2092,12.1k
Taiwan,2092,11.1M
Tanzania,2092,244M
Uganda,2092,120M
Ukraine,2092,17.3M
Uruguay,2092,2.44M
USA,2092,416M
Uzbekistan,2092,72M
St. Vincent and the Grenadines,2092,68.2k
Venezuela,2092,29.4M
Vietnam,2092,95.5M
Vanuatu,2092,836k
Samoa,2092,372k
Yemen,2092,107M
South Africa,2092,92.6M
Zambia,2092,61.5M
Zimbabwe,2092,36.4M
Afghanistan,2093,126M
Angola,2093,142M
Albania,2093,1.3M
Andorra,2093,51.5k
UAE,2093,24.5M
Argentina,2093,40.4M
Armenia,2093,1.78M
Antigua and Barbuda,2093,71.9k
Australia,2093,41.6M
Austria,2093,7.51M
Azerbaijan,2093,10.2M
Burundi,2093,36.9M
Belgium,2093,11.2M
Benin,2093,38.3M
Burkina Faso,2093,49.6M
Bangladesh,2093,216M
Bulgaria,2093,3.71M
Bahrain,2093,2.95M
Bahamas,2093,392k
Bosnia and Herzegovina,2093,1.47M
Belarus,2093,4.7M
Belize,2093,469k
Bolivia,2093,17.9M
Brazil,2093,172M
Barbados,2093,205k
Brunei,2093,475k
Bhutan,2093,725k
Botswana,2093,3.87M
Central African Republic,2093,18.2M
Canada,2093,52.4M
Switzerland,2093,9.09M
Chile,2093,14.6M
China,2093,710M
Cote d'Ivoire,2093,98.3M
Cameroon,2093,85M
"Congo, Dem. Rep.",2093,409M
"Congo, Rep.",2093,19M
Colombia,2093,49.6M
Comoros,2093,1.87M
Cape Verde,2093,447k
Costa Rica,2093,4.05M
Cuba,2093,6.01M
Cyprus,2093,1.31M
Czech Republic,2093,8.37M
Germany,2093,71.1M
Djibouti,2093,1.82M
Dominica,2093,51.6k
Denmark,2093,5.92M
Dominican Republic,2093,12.1M
Algeria,2093,65.1M
Ecuador,2093,19.9M
Egypt,2093,201M
Eritrea,2093,8.28M
Spain,2093,34.3M
Estonia,2093,864k
Ethiopia,2093,354M
Finland,2093,4.71M
Fiji,2093,909k
France,2093,68.5M
"Micronesia, Fed. Sts.",2093,130k
Gabon,2093,6.58M
UK,2093,75.1M
Georgia,2093,3.08M
Ghana,2093,66.6M
Guinea,2093,31.7M
Gambia,2093,5.68M
Guinea-Bissau,2093,4.61M
Equatorial Guinea,2093,4.83M
Greece,2093,6.56M
Grenada,2093,79.6k
Guatemala,2093,26.5M
Guyana,2093,913k
"Hong Kong, China",2093,2.48M
Honduras,2093,17.1M
Holy See,2093,
Croatia,2093,2.27M
Haiti,2093,15.4M
Hungary,2093,7.57M
Indonesia,2093,303M
India,2093,1.56B
Ireland,2093,5.44M
Iran,2093,83.7M
Iraq,2093,99M
Iceland,2093,376k
Israel,2093,19M
Italy,2093,37M
Jamaica,2093,1.21M
Jordan,2093,21M
Japan,2093,79.5M
Kazakhstan,2093,33.1M
Kenya,2093,104M
Kyrgyz Republic,2093,11.7M
Cambodia,2093,23.1M
Kiribati,2093,222k
St. Kitts and Nevis,2093,32k
South Korea,2093,24.3M
Kuwait,2093,9.08M
Lao,2093,9.57M
Lebanon,2093,7.35M
Liberia,2093,12.5M
Libya,2093,9.9M
St. Lucia,2093,116k
Liechtenstein,2093,43.6k
Sri Lanka,2093,22.1M
Lesotho,2093,3.3M
Lithuania,2093,1.32M
Luxembourg,2093,760k
Latvia,2093,992k
Morocco,2093,39.4M
Monaco,2093,45.5k
Moldova,2093,1.59M
Madagascar,2093,82.4M
Maldives,2093,487k
Mexico,2093,135M
Marshall Islands,2093,24.4k
North Macedonia,2093,940k
Mali,2093,76.9M
Malta,2093,382k
Myanmar,2093,51.4M
Montenegro,2093,352k
Mongolia,2093,5.46M
Mozambique,2093,101M
Mauritania,2093,16.3M
Mauritius,2093,645k
Malawi,2093,57.4M
Malaysia,2093,44.8M
Namibia,2093,5.85M
Niger,2093,88M
Nigeria,2093,474M
Nicaragua,2093,8.85M
Netherlands,2093,17.8M
Norway,2093,5.5M
Nepal,2093,33.1M
Nauru,2093,20.4k
New Zealand,2093,5.83M
Oman,2093,11.5M
Pakistan,2093,504M
Panama,2093,5.97M
Peru,2093,39.3M
Philippines,2093,120M
Palau,2093,11.6k
Papua New Guinea,2093,18.5M
Poland,2093,20.8M
North Korea,2093,20.4M
Portugal,2093,8.79M
Paraguay,2093,9.17M
Palestine,2093,11.4M
Qatar,2093,6.77M
Romania,2093,11.4M
Russia,2093,127M
Rwanda,2093,32.1M
Saudi Arabia,2093,67.8M
Sudan,2093,132M
Senegal,2093,45.7M
Singapore,2093,4.49M
Solomon Islands,2093,1.82M
Sierra Leone,2093,16M
El Salvador,2093,5.39M
San Marino,2093,31.2k
Somalia,2093,64.8M
Serbia,2093,3.91M
South Sudan,2093,23.8M
Sao Tome and Principe,2093,522k
Suriname,2093,726k
Slovak Republic,2093,3.59M
Slovenia,2093,1.66M
Sweden,2093,11.4M
Eswatini,2093,1.4M
Seychelles,2093,119k
Syria,2093,44.1M
Chad,2093,67M
Togo,2093,25.2M
Thailand,2093,48.1M
Tajikistan,2093,20.1M
Turkmenistan,2093,10.1M
Timor-Leste,2093,2.02M
Tonga,2093,118k
Trinidad and Tobago,2093,958k
Tunisia,2093,11.2M
Turkey,2093,70M
Tuvalu,2093,12.1k
Taiwan,2093,10.9M
Tanzania,2093,246M
Uganda,2093,120M
Ukraine,2093,17M
Uruguay,2093,2.41M
USA,2093,417M
Uzbekistan,2093,72.3M
St. Vincent and the Grenadines,2093,67.7k
Venezuela,2093,29.3M
Vietnam,2093,95M
Vanuatu,2093,841k
Samoa,2093,374k
Yemen,2093,107M
South Africa,2093,92.9M
Zambia,2093,61.9M
Zimbabwe,2093,36.5M
Afghanistan,2094,126M
Angola,2094,143M
Albania,2094,1.29M
Andorra,2094,50.8k
UAE,2094,24.7M
Argentina,2094,40.1M
Armenia,2094,1.77M
Antigua and Barbuda,2094,71.3k
Australia,2094,41.8M
Austria,2094,7.5M
Azerbaijan,2094,10.2M
Burundi,2094,37.1M
Belgium,2094,11.2M
Benin,2094,38.5M
Burkina Faso,2094,49.6M
Bangladesh,2094,215M
Bulgaria,2094,3.68M
Bahrain,2094,2.97M
Bahamas,2094,391k
Bosnia and Herzegovina,2094,1.46M
Belarus,2094,4.65M
Belize,2094,466k
Bolivia,2094,17.9M
Brazil,2094,171M
Barbados,2094,203k
Brunei,2094,474k
Bhutan,2094,720k
Botswana,2094,3.87M
Central African Republic,2094,18.3M
Canada,2094,52.6M
Switzerland,2094,9.09M
Chile,2094,14.4M
China,2094,699M
Cote d'Ivoire,2094,99.1M
Cameroon,2094,85.6M
"Congo, Dem. Rep.",2094,412M
"Congo, Rep.",2094,19.2M
Colombia,2094,49.2M
Comoros,2094,1.87M
Cape Verde,2094,442k
Costa Rica,2094,4.01M
Cuba,2094,5.95M
Cyprus,2094,1.3M
Czech Republic,2094,8.35M
Germany,2094,71.1M
Djibouti,2094,1.83M
Dominica,2094,51.3k
Denmark,2094,5.91M
Dominican Republic,2094,12M
Algeria,2094,65M
Ecuador,2094,19.7M
Egypt,2094,201M
Eritrea,2094,8.3M
Spain,2094,34.1M
Estonia,2094,859k
Ethiopia,2094,356M
Finland,2094,4.7M
Fiji,2094,905k
France,2094,68.5M
"Micronesia, Fed. Sts.",2094,130k
Gabon,2094,6.63M
UK,2094,75M
Georgia,2094,3.07M
Ghana,2094,66.8M
Guinea,2094,31.8M
Gambia,2094,5.68M
Guinea-Bissau,2094,4.62M
Equatorial Guinea,2094,4.86M
Greece,2094,6.52M
Grenada,2094,78.7k
Guatemala,2094,26.4M
Guyana,2094,909k
"Hong Kong, China",2094,2.42M
Honduras,2094,17.1M
Holy See,2094,
Croatia,2094,2.25M
Haiti,2094,15.4M
Hungary,2094,7.55M
Indonesia,2094,302M
India,2094,1.55B
Ireland,2094,5.42M
Iran,2094,83.2M
Iraq,2094,99.3M
Iceland,2094,374k
Israel,2094,19.1M
Italy,2094,36.8M
Jamaica,2094,1.19M
Jordan,2094,21.1M
Japan,2094,79.1M
Kazakhstan,2094,33.2M
Kenya,2094,104M
Kyrgyz Republic,2094,11.7M
Cambodia,2094,23.1M
Kiribati,2094,222k
St. Kitts and Nevis,2094,31.7k
